open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
3660,3679,3660,3678,630,AG9999.SHG,2019-01-02,NA,NA,NA
3845,3845,3758,3758,7590,AG9999.SHG,2019-01-07,NA,NA,NA
3829,3829,3724,3726,1230,AG9999.SHG,2019-01-09,NA,NA,NA
3826,3826,3741,3741,6030,AG9999.SHG,2019-01-10,NA,NA,NA
3735,3735,3735,3735,150,AG9999.SHG,2019-01-11,NA,NA,NA
3723,3723,3723,3723,360,AG9999.SHG,2019-01-14,NA,NA,NA
3723,3723,3723,3723,30,AG9999.SHG,2019-01-15,NA,NA,NA
3723,3723,3723,3723,60,AG9999.SHG,2019-01-16,NA,NA,NA
3723,3723,3723,3723,300,AG9999.SHG,2019-01-17,NA,NA,NA
3723,3723,3723,3723,30,AG9999.SHG,2019-01-18,NA,NA,NA
3666,3666,3666,3666,600,AG9999.SHG,2019-01-22,NA,NA,NA
3666,3666,3666,3666,6000,AG9999.SHG,2019-01-23,NA,NA,NA
3990,3990,3990,3990,30,AG9999.SHG,2019-01-29,NA,NA,NA
3742,3742,3742,3742,480,AG9999.SHG,2019-01-30,NA,NA,NA
3745,3745,3745,3745,60,AG9999.SHG,2019-01-31,NA,NA,NA
3800,3800,3800,3800,30,AG9999.SHG,2019-02-20,NA,NA,NA
3753,3753,3753,3753,4500,AG9999.SHG,2019-02-21,NA,NA,NA
3735,3735,3735,3735,1200,AG9999.SHG,2019-02-26,NA,NA,NA
3723,3723,3723,3723,900,AG9999.SHG,2019-02-27,NA,NA,NA
3600,3600,3600,3600,360,AG9999.SHG,2019-03-04,NA,NA,NA
3600,3600,3600,3600,600,AG9999.SHG,2019-03-05,NA,NA,NA
3666,3666,3666,3666,210,AG9999.SHG,2019-03-11,NA,NA,NA
3678,3678,3678,3678,3720,AG9999.SHG,2019-03-13,NA,NA,NA
3678,3678,3678,3678,30,AG9999.SHG,2019-03-27,NA,NA,NA
3678,3678,3678,3678,30,AG9999.SHG,2019-03-29,NA,NA,NA
3556,3557,3556,3556,24300,AG9999.SHG,2019-04-01,NA,NA,NA
3579,3579,3579,3579,60,AG9999.SHG,2019-04-04,NA,NA,NA
3588,3588,3588,3588,1800,AG9999.SHG,2019-04-08,NA,NA,NA
3514,3514,3514,3514,600,AG9999.SHG,2019-04-24,NA,NA,NA
3555,3555,3555,3555,600,AG9999.SHG,2019-04-29,NA,NA,NA
3549,3549,3549,3549,600,AG9999.SHG,2019-04-30,NA,NA,NA
3553,3553,3553,3553,1050,AG9999.SHG,2019-05-13,NA,NA,NA
3582,3582,3582,3582,1260,AG9999.SHG,2019-05-14,NA,NA,NA
3583,3583,3570,3577,2130,AG9999.SHG,2019-05-15,NA,NA,NA
3578,3578,3578,3578,1680,AG9999.SHG,2019-05-16,NA,NA,NA
3538,3538,3538,3538,2310,AG9999.SHG,2019-05-17,NA,NA,NA
3522,3522,3522,3522,90,AG9999.SHG,2019-05-20,NA,NA,NA
3525,3525,3525,3525,60,AG9999.SHG,2019-05-21,NA,NA,NA
3548,3548,3548,3548,600,AG9999.SHG,2019-05-27,NA,NA,NA
3605,3605,3605,3605,30,AG9999.SHG,2019-06-19,NA,NA,NA
3677,3677,3677,3677,60,AG9999.SHG,2019-06-26,NA,NA,NA
